department_id;municipality_id;name
Guatemala;Guatemala;JULIO ENRIQUE MONTANO MÉNDEZ
Guatemala;Guatemala;CARLOS RODERICO SANDOVAL CHAJÓN
Guatemala;Guatemala;TILLY MARÍA BICKFORD NEUTZE
Guatemala;Guatemala;PEDRO MIGUEL SALLÉS PEÑA
Guatemala;Guatemala;HUGO FRANCISCO DEL CID LIMA
Guatemala;Guatemala;MARTA DINA MORALES
Guatemala;Guatemala;JUAN FERNANDO BARRIENTOS CRUZ
Guatemala;Guatemala;CARLOS RUBEN SUBUYUJ GOMEZ
